[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (14개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 14 → 64 → 32 → 2
[MLP]  에폭: 1000  배치: 128  LR: 2.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (14개): SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/1000 | 손실: 0.5985 | 학습: 66.8% | 검증: 65.5% | lr: 2.00e-03 | 0.3s ★
  에폭 209/1000 | 손실: 0.4653 | 학습: 81.5% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 210/1000 | 손실: 0.4628 | 학습: 80.5% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 211/1000 | 손실: 0.4655 | 학습: 80.8% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 212/1000 | 손실: 0.4664 | 학습: 81.3% | 검증: 78.7% | lr: 2.00e-03 | 0.3s ★
  에폭 213/1000 | 손실: 0.4617 | 학습: 80.6% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 214/1000 | 손실: 0.4659 | 학습: 80.5% | 검증: 77.4% | lr: 2.00e-03 | 0.3s
  에폭 215/1000 | 손실: 0.4659 | 학습: 81.0% | 검증: 77.7% | lr: 2.00e-03 | 0.3s
  에폭 216/1000 | 손실: 0.4653 | 학습: 80.8% | 검증: 77.2% | lr: 2.00e-03 | 0.3s
  에폭 217/1000 | 손실: 0.4656 | 학습: 81.3% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 218/1000 | 손실: 0.4628 | 학습: 81.2% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 219/1000 | 손실: 0.4651 | 학습: 81.3% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 220/1000 | 손실: 0.4652 | 학습: 81.1% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 221/1000 | 손실: 0.4629 | 학습: 81.1% | 검증: 77.4% | lr: 2.00e-03 | 0.4s
  에폭 222/1000 | 손실: 0.4651 | 학습: 81.5% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 223/1000 | 손실: 0.4617 | 학습: 81.8% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 224/1000 | 손실: 0.4700 | 학습: 81.1% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 225/1000 | 손실: 0.4620 | 학습: 81.4% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 226/1000 | 손실: 0.4619 | 학습: 81.2% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 227/1000 | 손실: 0.4645 | 학습: 81.2% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 228/1000 | 손실: 0.4659 | 학습: 81.9% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 229/1000 | 손실: 0.4605 | 학습: 81.3% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 230/1000 | 손실: 0.4628 | 학습: 81.2% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 231/1000 | 손실: 0.4620 | 학습: 81.0% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 232/1000 | 손실: 0.4646 | 학습: 81.4% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 233/1000 | 손실: 0.4592 | 학습: 81.3% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 234/1000 | 손실: 0.4648 | 학습: 80.8% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 235/1000 | 손실: 0.4642 | 학습: 81.3% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 236/1000 | 손실: 0.4583 | 학습: 81.2% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 237/1000 | 손실: 0.4638 | 학습: 80.8% | 검증: 77.6% | lr: 2.00e-03 | 0.3s
  에폭 238/1000 | 손실: 0.4622 | 학습: 81.3% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 239/1000 | 손실: 0.4618 | 학습: 81.2% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 240/1000 | 손실: 0.4628 | 학습: 81.2% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 241/1000 | 손실: 0.4641 | 학습: 81.5% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 242/1000 | 손실: 0.4603 | 학습: 81.5% | 검증: 78.6% | lr: 2.00e-03 | 0.4s
  에폭 243/1000 | 손실: 0.4645 | 학습: 81.4% | 검증: 77.8% | lr: 2.00e-03 | 0.4s
  에폭 244/1000 | 손실: 0.4616 | 학습: 81.9% | 검증: 78.7% | lr: 2.00e-03 | 0.4s
  에폭 245/1000 | 손실: 0.4619 | 학습: 81.8% | 검증: 78.7% | lr: 2.00e-03 | 0.3s ★
  에폭 246/1000 | 손실: 0.4603 | 학습: 81.8% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 247/1000 | 손실: 0.4611 | 학습: 81.0% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 248/1000 | 손실: 0.4589 | 학습: 82.0% | 검증: 78.8% | lr: 2.00e-03 | 0.3s ★
  에폭 249/1000 | 손실: 0.4612 | 학습: 81.4% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 250/1000 | 손실: 0.4606 | 학습: 80.3% | 검증: 77.3% | lr: 2.00e-03 | 0.3s
  에폭 251/1000 | 손실: 0.4599 | 학습: 82.0% | 검증: 79.2% | lr: 2.00e-03 | 0.3s ★
  에폭 252/1000 | 손실: 0.4613 | 학습: 81.6% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 253/1000 | 손실: 0.4589 | 학습: 82.1% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 254/1000 | 손실: 0.4586 | 학습: 82.3% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 255/1000 | 손실: 0.4609 | 학습: 81.7% | 검증: 78.6% | lr: 2.00e-03 | 0.4s
  에폭 256/1000 | 손실: 0.4599 | 학습: 81.8% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 257/1000 | 손실: 0.4578 | 학습: 82.0% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 258/1000 | 손실: 0.4612 | 학습: 82.0% | 검증: 78.2% | lr: 2.00e-03 | 0.4s
  에폭 259/1000 | 손실: 0.4629 | 학습: 82.2% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 260/1000 | 손실: 0.4590 | 학습: 81.6% | 검증: 78.6% | lr: 2.00e-03 | 0.4s
  에폭 261/1000 | 손실: 0.4600 | 학습: 81.7% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 262/1000 | 손실: 0.4591 | 학습: 81.7% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 263/1000 | 손실: 0.4619 | 학습: 82.0% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 264/1000 | 손실: 0.4580 | 학습: 81.6% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 265/1000 | 손실: 0.4534 | 학습: 81.9% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 266/1000 | 손실: 0.4565 | 학습: 81.3% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 267/1000 | 손실: 0.4627 | 학습: 82.3% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 268/1000 | 손실: 0.4573 | 학습: 81.7% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 269/1000 | 손실: 0.4557 | 학습: 81.9% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 270/1000 | 손실: 0.4560 | 학습: 81.6% | 검증: 78.3% | lr: 2.00e-03 | 0.4s
  에폭 271/1000 | 손실: 0.4630 | 학습: 81.9% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 272/1000 | 손실: 0.4557 | 학습: 82.0% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 273/1000 | 손실: 0.4558 | 학습: 81.5% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 274/1000 | 손실: 0.4607 | 학습: 81.7% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 275/1000 | 손실: 0.4544 | 학습: 81.0% | 검증: 77.0% | lr: 2.00e-03 | 0.3s
  에폭 276/1000 | 손실: 0.4540 | 학습: 81.6% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 277/1000 | 손실: 0.4601 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 278/1000 | 손실: 0.4565 | 학습: 81.7% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 279/1000 | 손실: 0.4584 | 학습: 81.5% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 280/1000 | 손실: 0.4557 | 학습: 82.3% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 281/1000 | 손실: 0.4552 | 학습: 81.9% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 282/1000 | 손실: 0.4603 | 학습: 82.4% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 283/1000 | 손실: 0.4557 | 학습: 81.7% | 검증: 78.1% | lr: 2.00e-03 | 0.4s
  에폭 284/1000 | 손실: 0.4574 | 학습: 82.2% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 285/1000 | 손실: 0.4569 | 학습: 81.7% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 286/1000 | 손실: 0.4574 | 학습: 81.9% | 검증: 78.3% | lr: 2.00e-03 | 0.4s
  에폭 287/1000 | 손실: 0.4575 | 학습: 81.8% | 검증: 78.4% | lr: 2.00e-03 | 0.4s
  에폭 288/1000 | 손실: 0.4551 | 학습: 82.4% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 289/1000 | 손실: 0.4529 | 학습: 82.2% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 290/1000 | 손실: 0.4553 | 학습: 82.4% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 291/1000 | 손실: 0.4533 | 학습: 82.3% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 292/1000 | 손실: 0.4556 | 학습: 81.8% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 293/1000 | 손실: 0.4582 | 학습: 82.1% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 294/1000 | 손실: 0.4548 | 학습: 82.5% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 295/1000 | 손실: 0.4512 | 학습: 81.4% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 296/1000 | 손실: 0.4590 | 학습: 82.1% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 297/1000 | 손실: 0.4539 | 학습: 82.3% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 298/1000 | 손실: 0.4605 | 학습: 82.6% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 299/1000 | 손실: 0.4532 | 학습: 82.5% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 300/1000 | 손실: 0.4511 | 학습: 81.8% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 301/1000 | 손실: 0.4557 | 학습: 82.2% | 검증: 79.4% | lr: 2.00e-03 | 0.3s ★
  에폭 302/1000 | 손실: 0.4570 | 학습: 82.0% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 303/1000 | 손실: 0.4576 | 학습: 82.6% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 304/1000 | 손실: 0.4577 | 학습: 82.6% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 305/1000 | 손실: 0.4530 | 학습: 82.8% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 306/1000 | 손실: 0.4585 | 학습: 81.6% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 307/1000 | 손실: 0.4532 | 학습: 82.2% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 308/1000 | 손실: 0.4518 | 학습: 81.9% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 309/1000 | 손실: 0.4558 | 학습: 82.3% | 검증: 79.5% | lr: 2.00e-03 | 0.4s ★
  에폭 310/1000 | 손실: 0.4568 | 학습: 82.8% | 검증: 79.3% | lr: 2.00e-03 | 0.4s
  에폭 311/1000 | 손실: 0.4556 | 학습: 82.3% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 312/1000 | 손실: 0.4557 | 학습: 82.3% | 검증: 79.5% | lr: 2.00e-03 | 0.3s ★
  에폭 313/1000 | 손실: 0.4581 | 학습: 82.1% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 314/1000 | 손실: 0.4577 | 학습: 82.2% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 315/1000 | 손실: 0.4570 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 316/1000 | 손실: 0.4530 | 학습: 81.8% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 317/1000 | 손실: 0.4535 | 학습: 81.7% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 318/1000 | 손실: 0.4551 | 학습: 81.7% | 검증: 78.0% | lr: 2.00e-03 | 0.3s
  에폭 319/1000 | 손실: 0.4572 | 학습: 82.4% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 320/1000 | 손실: 0.4547 | 학습: 81.4% | 검증: 77.8% | lr: 2.00e-03 | 0.4s
  에폭 321/1000 | 손실: 0.4523 | 학습: 82.1% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 322/1000 | 손실: 0.4541 | 학습: 82.4% | 검증: 79.1% | lr: 2.00e-03 | 0.4s
  에폭 323/1000 | 손실: 0.4531 | 학습: 82.0% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 324/1000 | 손실: 0.4522 | 학습: 82.0% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 325/1000 | 손실: 0.4542 | 학습: 82.0% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 326/1000 | 손실: 0.4513 | 학습: 82.1% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 327/1000 | 손실: 0.4550 | 학습: 82.1% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 328/1000 | 손실: 0.4522 | 학습: 81.6% | 검증: 78.5% | lr: 2.00e-03 | 0.4s
  에폭 329/1000 | 손실: 0.4518 | 학습: 82.6% | 검증: 79.5% | lr: 2.00e-03 | 0.4s ★
  에폭 330/1000 | 손실: 0.4557 | 학습: 82.4% | 검증: 79.6% | lr: 2.00e-03 | 0.3s ★
  에폭 331/1000 | 손실: 0.4498 | 학습: 82.2% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 332/1000 | 손실: 0.4527 | 학습: 82.5% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 333/1000 | 손실: 0.4479 | 학습: 82.5% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 334/1000 | 손실: 0.4497 | 학습: 82.9% | 검증: 79.5% | lr: 2.00e-03 | 0.3s
  에폭 335/1000 | 손실: 0.4542 | 학습: 82.2% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 336/1000 | 손실: 0.4548 | 학습: 81.8% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 337/1000 | 손실: 0.4551 | 학습: 82.2% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 338/1000 | 손실: 0.4552 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 339/1000 | 손실: 0.4537 | 학습: 82.2% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 340/1000 | 손실: 0.4521 | 학습: 82.6% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 341/1000 | 손실: 0.4528 | 학습: 82.5% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 342/1000 | 손실: 0.4554 | 학습: 82.5% | 검증: 78.7% | lr: 2.00e-03 | 0.4s
  에폭 343/1000 | 손실: 0.4507 | 학습: 82.1% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭 344/1000 | 손실: 0.4511 | 학습: 82.0% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 345/1000 | 손실: 0.4525 | 학습: 81.9% | 검증: 78.2% | lr: 2.00e-03 | 0.3s
  에폭 346/1000 | 손실: 0.4569 | 학습: 82.0% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 347/1000 | 손실: 0.4558 | 학습: 81.9% | 검증: 77.8% | lr: 2.00e-03 | 0.3s
  에폭 348/1000 | 손실: 0.4525 | 학습: 82.1% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 349/1000 | 손실: 0.4487 | 학습: 82.6% | 검증: 79.5% | lr: 2.00e-03 | 0.3s
  에폭 350/1000 | 손실: 0.4513 | 학습: 82.6% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 351/1000 | 손실: 0.4550 | 학습: 82.6% | 검증: 79.0% | lr: 2.00e-03 | 0.4s
  에폭 352/1000 | 손실: 0.4467 | 학습: 82.7% | 검증: 79.6% | lr: 2.00e-03 | 0.4s ★
  에폭 353/1000 | 손실: 0.4559 | 학습: 82.4% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 354/1000 | 손실: 0.4509 | 학습: 82.3% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 355/1000 | 손실: 0.4530 | 학습: 82.7% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 356/1000 | 손실: 0.4525 | 학습: 82.4% | 검증: 78.7% | lr: 2.00e-03 | 0.4s
  에폭 357/1000 | 손실: 0.4496 | 학습: 82.6% | 검증: 79.1% | lr: 2.00e-03 | 0.4s
  에폭 358/1000 | 손실: 0.4494 | 학습: 82.6% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 359/1000 | 손실: 0.4500 | 학습: 82.5% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 360/1000 | 손실: 0.4541 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 361/1000 | 손실: 0.4509 | 학습: 82.8% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 362/1000 | 손실: 0.4557 | 학습: 82.8% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 363/1000 | 손실: 0.4525 | 학습: 82.3% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 364/1000 | 손실: 0.4521 | 학습: 82.6% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 365/1000 | 손실: 0.4490 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 366/1000 | 손실: 0.4514 | 학습: 82.3% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 367/1000 | 손실: 0.4504 | 학습: 82.7% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 368/1000 | 손실: 0.4540 | 학습: 83.2% | 검증: 79.8% | lr: 2.00e-03 | 0.3s ★
  에폭 369/1000 | 손실: 0.4505 | 학습: 82.4% | 검증: 79.4% | lr: 2.00e-03 | 0.3s
  에폭 370/1000 | 손실: 0.4563 | 학습: 82.2% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 371/1000 | 손실: 0.4566 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 372/1000 | 손실: 0.4539 | 학습: 81.9% | 검증: 78.3% | lr: 2.00e-03 | 0.3s
  에폭 373/1000 | 손실: 0.4510 | 학습: 82.3% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 374/1000 | 손실: 0.4532 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.4s
  에폭 375/1000 | 손실: 0.4554 | 학습: 82.8% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 376/1000 | 손실: 0.4527 | 학습: 82.3% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 377/1000 | 손실: 0.4501 | 학습: 81.5% | 검증: 77.9% | lr: 2.00e-03 | 0.3s
  에폭 378/1000 | 손실: 0.4484 | 학습: 82.4% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 379/1000 | 손실: 0.4508 | 학습: 82.7% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 380/1000 | 손실: 0.4522 | 학습: 82.2% | 검증: 78.4% | lr: 2.00e-03 | 0.3s
  에폭 381/1000 | 손실: 0.4491 | 학습: 82.4% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 382/1000 | 손실: 0.4465 | 학습: 82.7% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 383/1000 | 손실: 0.4478 | 학습: 82.8% | 검증: 79.6% | lr: 2.00e-03 | 0.3s
  에폭 384/1000 | 손실: 0.4469 | 학습: 82.6% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 385/1000 | 손실: 0.4492 | 학습: 83.0% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 386/1000 | 손실: 0.4503 | 학습: 82.3% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 387/1000 | 손실: 0.4543 | 학습: 82.6% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭 388/1000 | 손실: 0.4507 | 학습: 82.5% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 389/1000 | 손실: 0.4542 | 학습: 82.7% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 390/1000 | 손실: 0.4527 | 학습: 83.0% | 검증: 79.4% | lr: 2.00e-03 | 0.3s
  에폭 391/1000 | 손실: 0.4490 | 학습: 82.5% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 392/1000 | 손실: 0.4504 | 학습: 82.7% | 검증: 79.3% | lr: 2.00e-03 | 0.4s
  에폭 393/1000 | 손실: 0.4484 | 학습: 82.9% | 검증: 79.6% | lr: 2.00e-03 | 0.4s
  에폭 394/1000 | 손실: 0.4502 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 395/1000 | 손실: 0.4514 | 학습: 82.5% | 검증: 79.6% | lr: 2.00e-03 | 0.3s
  에폭 396/1000 | 손실: 0.4468 | 학습: 82.6% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 397/1000 | 손실: 0.4439 | 학습: 82.8% | 검증: 79.8% | lr: 2.00e-03 | 0.3s
  에폭 398/1000 | 손실: 0.4474 | 학습: 82.7% | 검증: 79.4% | lr: 2.00e-03 | 0.4s
  에폭 399/1000 | 손실: 0.4478 | 학습: 82.3% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 400/1000 | 손실: 0.4532 | 학습: 82.4% | 검증: 79.0% | lr: 2.00e-03 | 0.6s
  에폭 401/1000 | 손실: 0.4478 | 학습: 82.5% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 402/1000 | 손실: 0.4487 | 학습: 82.3% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭 403/1000 | 손실: 0.4492 | 학습: 82.8% | 검증: 79.4% | lr: 2.00e-03 | 0.3s
  에폭 404/1000 | 손실: 0.4473 | 학습: 82.4% | 검증: 79.2% | lr: 2.00e-03 | 0.4s
  에폭 405/1000 | 손실: 0.4487 | 학습: 82.6% | 검증: 79.3% | lr: 2.00e-03 | 0.4s
  에폭 406/1000 | 손실: 0.4515 | 학습: 82.5% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 407/1000 | 손실: 0.4493 | 학습: 82.1% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 408/1000 | 손실: 0.4505 | 학습: 83.0% | 검증: 79.6% | lr: 2.00e-03 | 0.3s
  에폭 409/1000 | 손실: 0.4468 | 학습: 82.1% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 410/1000 | 손실: 0.4511 | 학습: 82.4% | 검증: 78.6% | lr: 2.00e-03 | 0.3s
  에폭 411/1000 | 손실: 0.4547 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 412/1000 | 손실: 0.4452 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 413/1000 | 손실: 0.4487 | 학습: 83.0% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 414/1000 | 손실: 0.4491 | 학습: 82.9% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 415/1000 | 손실: 0.4489 | 학습: 82.9% | 검증: 79.7% | lr: 2.00e-03 | 0.3s
  에폭 416/1000 | 손실: 0.4477 | 학습: 82.9% | 검증: 79.2% | lr: 2.00e-03 | 0.3s
  에폭 417/1000 | 손실: 0.4458 | 학습: 83.1% | 검증: 79.6% | lr: 2.00e-03 | 0.3s
  에폭 418/1000 | 손실: 0.4455 | 학습: 82.5% | 검증: 78.7% | lr: 2.00e-03 | 0.3s
  에폭 419/1000 | 손실: 0.4478 | 학습: 83.0% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 420/1000 | 손실: 0.4419 | 학습: 83.1% | 검증: 79.0% | lr: 2.00e-03 | 0.3s
  에폭 421/1000 | 손실: 0.4479 | 학습: 82.8% | 검증: 79.3% | lr: 2.00e-03 | 0.3s
  에폭 422/1000 | 손실: 0.4466 | 학습: 83.0% | 검증: 79.7% | lr: 2.00e-03 | 0.3s
  에폭 423/1000 | 손실: 0.4482 | 학습: 82.9% | 검증: 79.5% | lr: 2.00e-03 | 0.3s
  에폭 424/1000 | 손실: 0.4486 | 학습: 83.1% | 검증: 79.7% | lr: 2.00e-03 | 0.3s
  에폭 425/1000 | 손실: 0.4490 | 학습: 81.9% | 검증: 78.8% | lr: 2.00e-03 | 0.3s
  에폭 426/1000 | 손실: 0.4453 | 학습: 82.8% | 검증: 79.5% | lr: 2.00e-03 | 0.3s
  에폭 427/1000 | 손실: 0.4490 | 학습: 82.7% | 검증: 79.1% | lr: 2.00e-03 | 0.3s
  에폭 428/1000 | 손실: 0.4500 | 학습: 83.0% | 검증: 80.0% | lr: 2.00e-03 | 0.3s ★
